"","length","GCcomp","trans_tbl","circular","CRISPR_hit","Genus","Species","Health_status","Location","tRNA_freq","tmRNA_freq","Study","Habitat","family","nomen_family","nomen_subfamily","nomen_genus","nomen_species","type_strain","clusters_ward","clusters_pam","orthologs_shared_clusters","ani_clusters"
"ogza01000036",97653,0.293,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"ogzd01000102",100511,0.327,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23
"ohab01000087",99363,0.314,15,TRUE,"Bacteroides_vulgatus","Bacteroides","vulgatus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","intestinihominis",FALSE,11,4,1,12
"ohad01000101",101167,0.327,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30
"ohaf01000067",97969,0.292,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"ohat01000070",98602,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"ohau01000141",100835,0.332,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","hiberniae",FALSE,7,7,8,16
"ohbe01000089",94645,0.332,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"ohbm01000040",94835,0.357,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus","copri",FALSE,6,9,40,44
"ohcf01000051",96369,0.314,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","intestinihominis",FALSE,11,4,1,12
"ohjx01000034",91062,0.318,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13
"ohkk01000062",91233,0.317,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13
"ohlf01000025",102903,0.362,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","intestinihominis",FALSE,8,5,11,29
"ohpm01000044",98382,0.292,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"ohqm01000028",95995,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"ohtd01000013",90463,0.317,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13
"ohur01000026",99800,0.325,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30
"ohxq01000012",61829,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"oicb01000025",99282,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30
"oick01000023",89933,0.318,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13
"oiis01000010",96063,0.328,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23
"oirc01000027",99470,0.327,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23
"oiwl01000154",99366,0.325,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Birpovirus","hominis",FALSE,12,10,4,19
"oiwl01000160",97460,0.322,11,TRUE,"Bacteroides_thetaiotaomicron","Bacteroides","thetaiotaomicron",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","intestinalis",FALSE,4,13,36,54
"oiwm01000114",93990,0.333,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"oiws01000145",94690,0.359,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus","copri",FALSE,6,9,40,44
"oiwt01000163",95029,0.375,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus","oralis",FALSE,6,9,40,85
"oiwv01000054",97248,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"oiwv01000065",90457,0.317,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13
"oixa01000142",97930,0.312,15,TRUE,"Bacteroides_vulgatus","Bacteroides","vulgatus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","intestinihominis",FALSE,11,4,1,12
"oixg01000120",97319,0.376,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus","oralis",FALSE,6,9,40,85
"oixr01000085",90679,0.307,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Drivevirus","gastrointestinalis",FALSE,3,3,27,91
"oizb01000074",96640,0.315,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","coli",FALSE,11,4,1,35
"ojmh01000169",97982,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30
"ojml01000021",97694,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"ojmp01000070",96019,0.32,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","gastrointestinalis",FALSE,4,13,36,36
"ojnh01000048",99101,0.292,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"ojnl01000044",92556,0.318,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Diorhovirus","copri",FALSE,3,3,25,49
"ojnq01000029",95095,0.32,11,TRUE,"Bacteroides_thetaiotaomicron","Bacteroides","thetaiotaomicron",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","intestinalis",FALSE,4,13,36,54
"ojns01000048",91262,0.318,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13
"ojov01000080",94856,0.331,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"ojpc01000037",92837,0.358,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus","copri",FALSE,6,9,40,44
"ojpt01000035",95294,0.333,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"ojpw01000082",100648,0.333,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","intestinalis",FALSE,7,7,8,105
"ojqf01000018",94250,0.29,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","hominis",FALSE,1,2,23,99
"ojql01000115",95327,0.332,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"ojrv01000117",102591,0.333,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","hiberniae",FALSE,7,7,8,16
"ojse01000155",97925,0.325,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30
"okrv01000012",100689,0.325,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Birpovirus","hominis",FALSE,12,10,4,19
"okrv01000014",96017,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"okrw01000057",100673,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30
"okrw01000064",98660,0.29,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"oksb01000078",94481,0.334,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"oksb01000084",90782,0.317,11,TRUE,"Alistipes_finegoldii","Alistipes","finegoldii",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13
"oksc01000115",92466,0.315,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Diorhovirus","copri",FALSE,3,3,25,49
"oktf01000036",96986,0.329,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23
"okts01000039",106313,0.364,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Lebriduvirus","gastrointestinalis",FALSE,6,9,43,18
"okum01000038",94019,0.289,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"okuz01000024",96662,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"olft01000163",93924,0.334,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"olfy01000196",94517,0.332,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"olfy01000217",90326,0.317,11,TRUE,"Alistipes_finegoldii","Alistipes","finegoldii",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13
"olfz01000108",95393,0.321,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","secundus",FALSE,4,13,36,98
"olfz01000118",90081,0.317,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13
"olfz01000126",88500,0.265,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Dabirmavirus","hominis",FALSE,3,3,26,9
"olgb01000200",89835,0.318,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13
"olgf01000091",101133,0.334,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","hiberniae",FALSE,10,8,22,10
"olgh01000138",93256,0.318,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13
"olgj01000028",99691,0.291,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"olgl01000107",97742,0.315,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","coli",FALSE,11,4,1,35
"olgn01000078",98420,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30
"olgo01000101",95395,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"olnd01000117",95684,0.331,11,TRUE,"Odoribacter_splanchnicus","Odoribacter","splanchnicus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"olne01000081",104279,0.357,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","coli",FALSE,8,5,11,7
"olnn01000114",91621,0.316,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13
"olno01000079",96390,0.333,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"olnp01000086",93984,0.33,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"olnq01000088",100539,0.315,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","coli",FALSE,11,4,1,35
"olnv01000049",90592,0.267,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Dabirmavirus","hominis",FALSE,3,3,26,9
"olny01000078",94184,0.309,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","copri",FALSE,2,1,37,25
"olnz01000083",105060,0.362,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","intestinihominis",FALSE,8,5,11,29
"olob01000056",99592,0.325,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30
"olof01000050",95594,0.289,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","hominis",FALSE,1,2,23,99
"olok01000029",101899,0.332,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","faecalis",FALSE,10,8,22,77
"olos01000113",96775,0.292,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"oloz01000092",100829,0.335,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","hiberniae",FALSE,10,8,22,10
"olpb01000025",102290,0.331,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","faecalis",FALSE,10,8,22,77
"olpb01000029",97375,0.321,11,TRUE,"Bacteroides_thetaiotaomicron","Bacteroides","thetaiotaomicron",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","intestinalis",FALSE,4,13,36,54
"olph01000160",92533,0.315,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Diorhovirus","copri",FALSE,3,3,25,49
"olpo01000063",99010,0.349,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Kolpuevirus","hominis",FALSE,6,9,42,126
"olpo01000070",93686,0.333,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"olpo01000071",93384,0.332,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Delmidovirus","copri",FALSE,3,3,24,123
"olpr01000090",89906,0.317,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13
"olps01000138",98626,0.327,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30
"olqg01000039",103104,0.362,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","intestinihominis",FALSE,8,5,11,29
"olqg01000044",100294,0.334,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","faecalis",FALSE,10,8,22,77
"olqj01000062",97514,0.334,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","intestinalis",FALSE,7,7,8,105
"olql01000074",101339,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30
"olql01000089",94892,0.328,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"olqo01000079",100718,0.327,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23
"olqr01000043",95371,0.29,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","hominis",FALSE,1,2,23,99
"olrb01000064",93684,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"olrg01000090",96652,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5
"olrj01000083",94231,0.329,11,TRUE,"Odoribacter_splanchnicus","Odoribacter","splanchnicus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2
"olro01000069",98325,0.328,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23
"olru01000124",90490,0.317,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13
"olrv01000041",101794,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30
