"","length","GCcomp","trans_tbl","circular","CRISPR_hit","Genus","Species","Health_status","Location","tRNA_freq","tmRNA_freq","Study","Habitat","family","nomen_family","nomen_subfamily","nomen_genus","nomen_species","type_strain","clusters_ward","clusters_pam","orthologs_shared_clusters","ani_clusters","ncbi_acc","exemplar"
"OOAW01000092",98860,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OOBV01000062",100992,0.329,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus","faecalis",FALSE,7,7,9,150,NA,NA
"OOCH01000086",100627,0.364,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus",NA,FALSE,8,5,11,70,NA,NA
"OOCN01000077",100300,0.314,15,TRUE,"Bacteroides_vulgatus","Bacteroides","vulgatus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","intestinihominis",FALSE,11,4,1,12,NA,NA
"OODC01000039",99242,0.291,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OODH01000049",96952,0.29,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OODJ01000103",99526,0.332,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Nurbavirus",NA,FALSE,6,9,52,134,NA,NA
"OODL01000120",100716,0.331,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,15,NA,NA
"OODN01000068",95186,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OODS01000049",98252,0.293,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OQWI01000009",93760,0.359,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus",NA,FALSE,6,9,40,269,NA,NA
"OWII01000011",182061,0.368,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Sehjuvirus",NA,FALSE,14,16,94,270,NA,NA
"OWIL01000029",99122,0.321,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buorbuivirus",NA,FALSE,7,7,10,33,NA,NA
"OWIQ01000031",96108,0.328,11,TRUE,"Odoribacter_splanchnicus","Odoribacter","splanchnicus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"PPYE01511035",189826,0.346,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Schnahavirus",NA,FALSE,14,16,92,170,NA,NA
"PPYF01195288",99064,0.328,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Kolpuevirus",NA,FALSE,6,9,42,274,NA,NA
"PPYF01208384",97657,0.327,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buorbuivirus",NA,FALSE,7,7,10,247,NA,NA
"PPYF01218884",95560,0.323,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus",NA,FALSE,4,13,36,275,NA,NA
"PPYF01266999",154058,0.412,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Rodbovirus",NA,FALSE,13,17,62,276,NA,NA
"QRFC01000022",168978,0.322,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Schupivirus",NA,FALSE,14,14,91,277,NA,NA
"QRFC01000100",91266,0.317,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"QWBY01000007",188431,0.365,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Sipelivirus",NA,FALSE,14,16,95,226,NA,NA
"QWBY01000010",145424,0.287,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Wehumevirus",NA,FALSE,14,16,101,278,NA,NA
"QWCE01000387",84741,0.347,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Citehuavirus",NA,FALSE,6,14,107,308,NA,NA
"QWCH01000269",95448,0.313,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","intestinihominis",FALSE,11,4,1,12,NA,NA
"QWCN01000029",186573,0.349,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Schnahavirus",NA,FALSE,14,16,92,189,NA,NA
"QWCY01000236",95693,0.333,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","faecalis",FALSE,10,8,22,77,NA,NA
"QWCY01000259",97874,0.325,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"Rampelli_10001_NODE_40_length_93067_cov_19.938696",93067,0.29,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,0,"Gregory_etal_2019","Human gut","Alphacrassviridae","Intestiviridae","Obtuvirinae","Hahvinivirus",NA,FALSE,9,3,34,280,NA,NA
"Rampelli_10003_NODE_29_length_99875_cov_13.205430",99875,0.378,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,7,1,"Gregory_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Belmavirus",NA,FALSE,8,11,14,281,NA,NA
"Rampelli_10018_NODE_10_length_103127_cov_14.321717",103127,0.378,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,20,1,"Gregory_etal_2019","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Nowfuvirus",NA,FALSE,6,9,51,282,NA,NA
"Rampelli_20005_NODE_59_length_93393_cov_174.533984",93393,0.303,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Gregory_etal_2019","Human gut","Alphacrassviridae","Intestiviridae","Obtuvirinae","Fohxhuevirus",NA,FALSE,9,3,31,283,NA,NA
"Rampelli_Norman_04_NODE_65_length_102997_cov_76.233860",102997,0.261,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,9,0,"Gregory_etal_2019","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Picehavirus",NA,FALSE,6,9,56,284,NA,NA
"Rampelli_SM_24_NODE_47_length_114055_cov_9.875535",114055,0.374,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,6,0,"Gregory_etal_2019","Human gut","Marine_1","Marine_1","Marine_1",NA,NA,FALSE,15,14,NA,341,NA,NA
"Rampelli_SM_39_NODE_30_length_103326_cov_17.459509",103326,0.449,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Gregory_etal_2019","Human gut","Marine_1","Marine_1","Marine_1",NA,NA,FALSE,15,14,NA,312,NA,NA
"Rampelli_SM_40_NODE_134_length_72819_cov_22.413364",72819,0.449,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Gregory_etal_2019","Human gut","Marine_1","Marine_1","Marine_1",NA,NA,FALSE,15,14,NA,326,NA,NA
"Sib1_ms_4",95815,0.327,11,TRUE,"Unknown","Unknown","Unknown","Healthy","Ireland",0,0,"CF_siblings","Human gut","Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",TRUE,2,1,37,2,"MZ130489","uncultured phage cr2_1"
"Sib1_ms_5",92132,0.319,11,TRUE,"Unknown","Unknown","Unknown","Healthy","Ireland",3,0,"CF_siblings","Human gut","Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",TRUE,5,6,39,13,"MZ130490","uncultured phage cr13_1"
"Sib2_ms_1",98182,0.326,15,TRUE,"Unknown","Unknown","Unknown","Healthy","Ireland",2,1,"CF_siblings","Human gut","Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",TRUE,12,10,2,23,"MZ130500","uncultured phage cr23_1"
"Sib2_ms_2",93254,0.321,11,TRUE,"Unknown","Unknown","Unknown","Healthy","Ireland",0,0,"CF_siblings","Human gut","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","secundus",FALSE,4,13,36,98,NA,NA
"SRR4295172_ms_4",102969,0.34,15,TRUE,"Unknown","Unknown","Unknown","Healthy","USA",1,1,"Manrique_etal_2016","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus",NA,FALSE,7,7,8,288,NA,NA
"SRR4295172_ms_8",95215,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis","Healthy","USA",0,0,"Manrique_etal_2016","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"SRR4295173_s_14",96658,0.336,11,TRUE,"Unknown","Unknown","Unknown","Healthy","USA",8,0,"Manrique_etal_2016","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Mahlemavirus",NA,FALSE,6,9,48,289,NA,NA
"SRR4295175_ms_5",96082,0.321,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei","Healthy","USA",0,0,"Manrique_etal_2016","Human gut","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","secundus",FALSE,4,13,36,98,NA,NA
"SRR4295175_s_4",99279,0.351,11,TRUE,"Unknown","Unknown","Unknown","Healthy","USA",26,1,"Manrique_etal_2016","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Kehishuvirus",NA,FALSE,6,9,41,290,NA,NA
"SRS011084_NODE_220_length_95221_cov_30.7473",95221,0.329,11,TRUE,"Odoribacter_splanchnicus","Odoribacter","splanchnicus",NA,NA,0,0,"Lloyd-Price_etal_2017","Human gut","Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"SRS011084_NODE_235_length_91607_cov_16.719",91607,0.321,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,0,"Lloyd-Price_etal_2017","Human gut","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus",NA,FALSE,4,13,36,275,NA,NA
"SRS011302_NODE_90_length_100096_cov_55.6308",100096,0.333,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,1,1,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","hiberniae",FALSE,7,7,8,16,NA,NA
"SRS011586_NODE_119_length_103914_cov_1098.85",103914,0.361,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,1,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","intestinihominis",FALSE,8,5,11,29,NA,NA
"SRS013521_NODE_81_length_99733_cov_100.913",99733,0.332,15,TRUE,"Bacteroides_thetaiotaomicron","Bacteroides","thetaiotaomicron",NA,NA,1,1,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus",NA,FALSE,7,7,8,28,NA,NA
"SRS014683_NODE_81_length_94199_cov_303.827",94199,0.293,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Lloyd-Price_etal_2017","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"SRS015174_NODE_40_length_100491_cov_16.48",100491,0.337,15,TRUE,"Prevotella_melaninogenica","Prevotella","melaninogenica",NA,NA,5,0,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Bohxovirus",NA,FALSE,8,11,12,291,NA,NA
"SRS015782_NODE_110_length_100384_cov_5.89172",100384,0.311,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,1,0,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus",NA,FALSE,11,4,1,39,NA,NA
"SRS018739_NODE_72_length_100065_cov_89.1012",100065,0.337,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,4,0,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Bohxovirus",NA,FALSE,8,11,12,292,NA,NA
"SRS019030_NODE_87_length_93563_cov_510.146",93563,0.292,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Lloyd-Price_etal_2017","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"SRS019219_NODE_64_length_99553_cov_7.66325",99553,0.331,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,6,0,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Bohxovirus",NA,FALSE,8,11,12,293,NA,NA
"SRS019381_NODE_114_length_100556_cov_1330.47",100556,0.322,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,1,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Uncouvirinae","Birpovirus",NA,FALSE,12,10,4,220,NA,NA
"SRS019381_NODE_125_length_95381_cov_125.888",95381,0.322,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,0,"Lloyd-Price_etal_2017","Human gut","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus",NA,FALSE,4,13,36,275,NA,NA
"SRS019397_NODE_146_length_99324_cov_390.646",99324,0.338,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,1,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus",NA,FALSE,7,7,8,288,NA,NA
"SRS019607_NODE_62_length_102298_cov_90.5358",102298,0.333,15,TRUE,"Prevotella_melaninogenica","Prevotella","melaninogenica",NA,NA,5,0,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Bohxovirus",NA,FALSE,8,11,12,294,NA,NA
"SRS045739_NODE_78_length_98134_cov_152.188",98134,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,0,0,"Lloyd-Price_etal_2017","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"SRS048164_NODE_142_length_95873_cov_10.9415",95873,0.332,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Lloyd-Price_etal_2017","Human gut","Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"SRS050299_NODE_72_length_100548_cov_36.2955",100548,0.32,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,0,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Boorivirinae","Culoivirus","intestinalis",FALSE,10,8,21,55,NA,NA
"SRS050752_NODE_138_length_97080_cov_254.851",97080,0.316,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,1,0,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","coli",FALSE,11,4,1,35,NA,NA
"SRS052697_NODE_218_length_89222_cov_523.822",89222,0.252,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Edwards_etal_2019","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Endlipuvirus","intestinihominis",FALSE,3,3,28,17,NA,NA
"SRS053398_NODE_95_length_96600_cov_69.939",96600,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,0,0,"Lloyd-Price_etal_2017","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"SRS054687_NODE_11_length_98845_cov_117.89",98845,0.339,15,TRUE,"Prevotella_melaninogenica","Prevotella","melaninogenica",NA,NA,6,0,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Bohxovirus",NA,FALSE,8,11,12,295,NA,NA
"SRS057124_NODE_14_length_98976_cov_15.9969",98976,0.332,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,4,0,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Bohxovirus",NA,FALSE,8,11,12,296,NA,NA
"SRS065278_NODE_70_length_98069_cov_34.3943",98069,0.332,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,6,0,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Bohxovirus",NA,FALSE,8,11,12,296,NA,NA
"SRS065504_NODE_131_length_90103_cov_73.092",90103,0.251,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,0,"Lloyd-Price_etal_2017","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Endlipuvirus","intestinihominis",FALSE,3,3,28,17,NA,NA
"SRS105153_NODE_241_length_90160_cov_456.992",90160,0.319,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Lloyd-Price_etal_2017","Human gut","Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"SRS143417_NODE_148_length_97094_cov_7.69295",97094,0.321,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Lloyd-Price_etal_2017","Human gut","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","intestinalis",FALSE,4,13,36,54,NA,NA
"SRS143417_NODE_177_length_89824_cov_37.2496",89824,0.317,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Lloyd-Price_etal_2017","Human gut","Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"SRS143876_NODE_156_length_99405_cov_8.65265",99405,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,1,1,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"SRS145497_NODE_97_length_94933_cov_72.765",94933,0.318,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Lloyd-Price_etal_2017","Human gut","Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","gastrointestinalis",FALSE,4,13,36,36,NA,NA
"SRS147436_NODE_29_length_99846_cov_83.8838",99846,0.338,15,TRUE,"Prevotella_melaninogenica","Prevotella","melaninogenica",NA,NA,5,0,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Bohxovirus",NA,FALSE,8,11,12,297,NA,NA
"SRS147652_NODE_155_length_104176_cov_11.0954",104176,0.361,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,1,"Lloyd-Price_etal_2017","Human gut","Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","intestinihominis",FALSE,8,5,11,29,NA,NA
"UMIU01010253",93860,0.332,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Delmidovirus","copri",FALSE,3,3,24,123,NA,NA
"Yinda_HP26_trimmed_NODE_1_length_94209_cov_109.230165",94209,0.349,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,27,1,"Gregory_etal_2019","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus",NA,FALSE,6,9,40,300,NA,NA
"Zuo_N1_NODE_2_length_100997_cov_2297.472945",100997,0.328,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,1,"Gregory_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23,NA,NA
"Zuo_N7_NODE_1_length_101263_cov_376.698393",101263,0.328,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,3,0,"Gregory_etal_2019","Human gut","Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,66,NA,NA
"MT774405",99848,0.326,15,TRUE,"Unknown","Unknown","Unknown","Healthy","Ireland",3,1,"Rudkin_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Uncouvirinae","Birpovirus","hiberniae",TRUE,12,10,4,115,"MT774405","uncultured phage cr115_1"
"MT774404",98308,0.328,15,TRUE,"Unknown","Unknown","Unknown","CF","Ireland",4,1,"Rudkin_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","intestinalis",TRUE,12,10,2,114,"MT774404","uncultured phage cr114_1"
"MT774394",92815,0.305,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Shkoporov_etal_unpublished","Mammalian gut","Alphacrassviridae","Intestiviridae","Obtuvirinae","Hacihdavirus","animalis",TRUE,9,3,35,271,"MT774394","uncultured phage cr271_1"
"MT774393",83412,0.259,11,TRUE,"Unknown","Unknown","Unknown","Healthy","Ireland",1,0,"CF_siblings","Human gut","Gammacrassviridae","Crevaviridae","Doltivirinae","Kahucivirus","intestinalis",TRUE,5,6,38,127,"MT774393","uncultured phage cr127_1"
"MT774392",95150,0.332,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,2,0,"Shkoporov_etal_2019","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Mahlunavirus","rarus",TRUE,6,9,49,128,"MT774392","uncultured phage cr128_1"
"MT774391",99212,0.348,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,21,0,"Shkoporov_etal_2019","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Kolpuevirus","hominis",TRUE,6,9,42,126,"MT774391","uncultured phage cr126_1"
"MT774390",98164,0.377,11,TRUE,"Unknown","Unknown","Unknown","Healthy","Ireland",23,0,"Rudkin_etal_unpublished","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus","oralis",TRUE,6,9,40,85,"MT774390","uncultured phage cr85_1"
"MT774389",101082,0.326,11,TRUE,"Unknown","Unknown","Unknown","CF","Ireland",16,0,"Rudkin_etal_unpublished","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Pamirivirus","faecium",TRUE,6,9,59,116,"MT774389","uncultured phage cr116_1"
"MT774388",102301,0.347,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,24,0,"Rudkin_etal_unpublished","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Kehishuvirus","splanchnicus",TRUE,6,9,41,112,"MT774388","uncultured phage cr112_1"
"MT774387",102434,0.395,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,26,0,"Rudkin_etal_unpublished","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Lahndsivirus","rarus",TRUE,6,9,46,111,"MT774387","uncultured phage cr111_1"
"MT774386",89781,0.308,11,TRUE,"Bacteroides_fragilis","Bacteroides","fragilis","Healthy","Ireland",0,0,"Rudkin_etal_unpublished","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Delmidovirus","intestinihominis",TRUE,3,3,24,110,"MT774386","uncultured phage cr110_1"
"MT774385",101437,0.373,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,8,0,"Shkoporov_etal_unpublished","Human gut","Betacrassviridae","Steigviridae","Asinivirinae","Pipoluvirus","rarus",TRUE,6,9,54,108,"MT774385","uncultured phage cr108_1"
"MT774384",92668,0.302,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,1,0,"Lewis_etal_unpublished","Human gut","Alphacrassviridae","Intestiviridae","Obtuvirinae","Fohxhuevirus","gastrointestinalis",TRUE,9,3,31,8,"MT774384","uncultured phage cr8_1"
"MT774383",93559,0.3,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,0,0,"Lewis_etal_unpublished","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Delmidovirus","splanchnicus",TRUE,3,3,24,11,"MT774383","uncultured phage cr11_1"
"MT774382",99985,0.335,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,1,1,"Lewis_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","hiberniae",TRUE,10,8,22,10,"MT774382","uncultured phage cr10_1"
"MT774381",91101,0.307,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,3,0,"Lewis_etal_unpublished","Human gut","Alphacrassviridae","Intestiviridae","Crudevirinae","Diorhovirus","intestinalis",TRUE,3,3,25,3,"MT774381","uncultured phage cr3_1"
"MT774380",99882,0.322,11,TRUE,"Bacteroides_vulgatus","Bacteroides","vulgatus",NA,NA,2,0,"Lewis_etal_unpublished","Human gut","Deltacrassviridae","Suoliviridae","Boorivirinae","Culoivirus","americanus",TRUE,10,8,21,1,"MT774380","uncultured phage cr1_1"
